2024-04-01 A quiet moment
2024-04-02 An interruption
2024-04-03 An appearance
2024-04-04 Testing
2024-04-05 An announcement
2024-04-06 An acknowledgement
2024-04-07 An admission
2024-04-08 A clarification
2024-04-09 Further explanation
2024-04-10 Well-wishing
2024-04-11 In closing
2024-04-12 BZP!
2024-04-13 A reaction
2024-04-14 A consideration
2024-04-15 Has the time come...?
2024-04-16 A pause...
2024-04-17 A suggestion
2024-04-18 Preparation
2024-04-19 Letting loose
2024-04-20 A reflection
2024-04-21 A reconsideration
2024-04-22 Did you feel that?
2024-04-23 A category of nausea
2024-04-24 We are part of a world
2024-04-25 Are we responsible? 
2024-04-26 Big questions
2024-04-27 Small answers
2024-04-28 Amazing!
2024-04-29 Terrible!
2024-04-30 Obviously!
2024-05-1 ...Actually
2024-05-2 Pants required
2024-05-3 New steps
2024-05-4 New threads
2024-05-5 K'TUNK
2024-05-6 Salutations!
2024-05-7 Such a hurry
2024-05-8 a 'shirt' vibe
2024-05-9 Pants aside
2024-05-10 Meetup
2024-05-11 A moment
2024-05-12 Approach
2024-05-13 Fwip 
2024-05-14 Tip
2024-05-15 A sensation
2024-05-16 A reflex
2024-05-17 SPLOOSH
2024-05-18 An exit
2024-05-19 A greeting
2024-05-20 heLLO!
2024-05-21 Just Fine
2024-05-22 Unsuccessful/Successful
2024-05-23 What-now
2024-05-24 Compartmentalization
2024-05-25 Kinda sounds like 
2024-05-26 A little distressed
2024-05-27 Whip up
2024-05-28 Have a look
2024-05-29 A Look
2024-05-30 Seems fine! 
2024-05-31 A regard
2024-06-1 More regarding
2024-06-2 You CAN see...?
2024-06-3 Relevance
2024-06-4 Pretty OK  
2024-06-5 Presumptuous
2024-06-6 An Excuse
2024-06-7 Listeners
2024-06-8 Is this about...
2024-06-9  PANTS!
2023-10-21 I am proud of my friend for the cool things they do! and I'Mm tAKin' their wORd for it!!
2023-10-22 today I am demonstrating the flexibility of the meaning of "functional"
2023-10-23 it's a fine day
2023-10-24 here is my Serious Business Suitcase it has sufficient storage for the amount of Serious Business that I can handle today
2023-10-25 AawWw GOSH - I'm tryin' PRETTY HARD, I think
2023-10-26 don't mind me just bein' AWARE of stuff today
2023-10-27 SAME I seem to have lots of creative ways to make myself feel SMALL
2023-10-28 oh shucks I was SURE I'd plugged that thing in
2023-10-29 betcha can't tell when I'm just PRETENDING to razzle my dazzle
2023-10-30 come on, we're switching up self-care methods for now but... my carbohydrates..
2023-10-31 sometimes the SCOPE of a new friendship is... surprising but not unwelcome
2023-11-01 wish I knew how to give myself permission to start
2023-11-02 it may be suboptimal, but I gotta be ME!
2023-11-03 anything good out there? distinctly possible!
2023-11-04 figured that cataloguing everything  I'm NOT worried about would be a pretty quick job but I forgot how creative I am at worrying
2023-11-05 ...remind me why we are doing this distraction from the horrors! you are doing very well!
2023-11-06 I am doing OK although it would always be nice to be better
2023-11-07 hmm, did my FIXATION shift, or am I an entirely NEW PERSON today???
2023-11-08 today has to happen... to ME?? but I am just a small small thing!!
2023-11-09 I am  content to be appreciated by the ones who matter most to ME 
2023-11-10 you're gonna do SO GOOD today!! yyyeaaaaaaaah!!!
2023-11-11 I am the GUARDIAN of QUIET TIME ...a sacred duty
2023-11-12 gentleness must be adaptable
2023-11-13 hopin' for a REGULAR ONE today
2023-11-14 gotta give myself credit for the dubiously impressive feats it takes to get me into these situations
2023-11-15 I wish I wasn't just keeping my head above water I think you're doing great
2023-11-16 seems reasonable hmmmm I think today I should be miraculously better at everything I've been struggling with 
2023-11-17 I know I'm a BIG DEAL to SOMEbody!! hopefully I find out who they are
2023-11-18 I did my best YESTERDAY today is all about COASTING
2023-11-19 it's maybe surprising that we're both here... but rather delightful, isn't it?
2023-11-20 ok I'm here ...I forget what happens next
2023-11-21 can't WAIT until my intention and focus SYNC UP so that I can comprehend this sentence I'm trying to read
2023-11-22 somedays I'm just spendin' the day confused!! no big deal!!
2023-11-23 just gotta get through this one, y'know?
2023-11-24 the universe conspires to convince me that any good I attempt to do is futile but it can't stop me from making someone a cup of tea, so what does IT know
2023-11-25 you are a fascinating spectacle and I just wanna keep collecting data
2023-11-26 the universe conspires to convince me that any good I attempt to do is futile but it can't stop me from making someone a cup of tea, so what does IT know
2023-11-27 thank you for listening thanks for being a soothing aural backdrop
2023-11-28 I'm AWARE of the BIG PICTURE, it's just calibrating the resolution that's the tricky part
2023-11-29 managing PRETTY GOOD today!!  very proud of you
2023-11-30 oh today's got a BIG OOF kinda vibe well, let's OOF it together then
2023-12-01 had this NEAT IDEA that I don't hafta BUY comfort with a certain amount of suffering I'm  allowed to just FIND IT
2023-12-02 go hug a WEIRDO today I'm choosing MYSELF
2023-12-03 I'm idling but I still need energy ...ain't gonna feel guilty 'bout THAT
2023-12-04 so sorry... I require... maintenance today... YES! because you are a thing of QUALITY!
2023-12-05 I can lend you the 'Ten Gallon Clucker' aw dang it's the FEELS again... ...don't even got a silly hat to get me through it
2023-12-06 I am... a PRETTY THING!! that's RIGHT, I just get to DECIDE that!!
2023-12-07 my enrichment needs are simple but things will get COMPLICATED if they are interrupted
2023-12-08 just letting you all know that I am VERY FRIENDLY!!!
2023-12-09 good morning! I hope the stresses of yesterday have dissipated in the face of today's determination!
2023-12-10 sure, I'm lost! ain't a  big deal an' I'm not the only one!
2023-12-11 giving myself permission to stay in the Comfort Zone today as a little TREAT
2023-12-12 I declare myself ACCEPTABLE today
2023-12-13 still there? yeah
2023-12-14 bein' 'BUSY' might just mean I'm takin' CARE of myself, OK??
2023-12-15 feelin' real proud of you
2023-12-16 couldn't have gotten this far... ...without giving myself some LITTLE TREATS
2023-12-17 not sure HOW it's gonna happen but somehow I think I might be delighting someone today
2023-12-18 I am braced for shenanigans
2023-12-19 who's ready to WORRY about stuff?? ooh, me
2023-12-20 I suppose it is FASCINATING how many different flavours of TIRED there are every day is like a new free sample
2023-12-21 I think I can see myself getting through today
2023-12-22 don't worry, we're meant to  optimize TOGETHER dunno if I got the SPECS to handle today...
2023-12-23 givin' myself EXTRA CREDIT for the mundane stuff I get done while on a low battery 
2023-12-24 sometimes you got space for the THING, but not for the decision of where it GOES
2023-12-25 gotta remind THIS joker that there's some stuff they've done that's pretty OK
2023-12-26 it is ok to have nonsymmetrical rest cycles Z
2023-12-27 I am not DEFINED by my coping mechanisms but I am pretty proud of the healthy ones
2023-12-28 HEY! you said you were RESTING, so I hope this is not work that is motivated by GUILT?? NO, I... I think it is a TREAT...??
2023-12-29 you don't even know what 'fomo' IS, do you?
2023-12-30 just gonna get a headstart on the day and get into bed NOW
2021-10-10 Volume 1 archive
2021-10-11 Volume 1 archive
2021-10-12 Volume 1 archive
2021-10-13 Volume 1 archive
2021-10-14 Volume 1 archive
2021-10-15 Volume 1 archive
2021-10-16 Volume 1 archive
2021-10-17 Volume 1 archive
2021-10-09 Volume 1 archive
2021-10-01 oh, I finished!... ...writing it, that is now it is time for my scheduled "lie in a heap" break hey Copique, how is your to-do list coming along?
2021-10-18 is it wrong that my takeaway from that last one is to follow my urges to hide in a hole in the ground? live your truth, friend this concludes the new-resident orientation as you can see, we do our best to meet our daily quota of positive affirmations any  questions? yes, Parcel?
2021-10-19 that is... a creative extrapolation? but no, there is no such running total all the same I feel a strong desire for large quantities of positivity fair I assume my 'positive affirmation' count is inversely  offset by my 'negative assertion' count in which case I have a good deal of catch-up to do  I am looking forward to bringing my affirmation count into the positives I'm not... what do  you mean, Parcel?
2021-10-02  I get the feeling that not enough people know it is half-past hug o' clock for me
2021-10-20 what if... I DESIRE a punitive rubric? ( I must  remember to stop mentioning the punitive rubric )  do we get in trouble if we do not meet our daily affirmation quota? no, no... the intent of the quota is to provide a comforting framework, not a measurement for some... punitive rubric!
2021-10-21 how do we validate our daily affirmations for positivity? there is  no external oversight, so any level of positivity is  acceptable, provided it is genuine in its expression ...wait, so I actually have to MEAN it? it is recommended, yes but that...! is difficult!!
2021-10-22 what if... I cannot be genuinely positive in my affirmations? sometimes it just takes a number of...  af-FORCE-mations to get to a genuine one 
2021-10-23 I think I am giving what I got right now! I am okay with finding out I can do more... at a later time!
2021-10-24 I do  not think I want to BE  "normal" but once in a while I would like to feel that way
2021-10-25 it is just extra tiring to do that on top of all the other things, you know? oh hello, it is me, Chris I hope you are not being too hard on yourself today
2021-10-26 maybe today we can look at some plants they are always doing their best in a myriad of imperceptible ways  just like us
2021-10-27 sometimes  it is hard to figure out where you want to be although the concept of "not here" can provide some reliable motivation
2021-10-28 some days it is just easiest to lead by example
2021-10-29 ( it does not ) ... does it matter? is it selfactualization?... or is it just a very nice cup of tea?
2021-10-03 I think I know how to be nice to myself the challenge is convincing myself that I deserve it
2021-10-30 ...in summary: I recommend procuring a cup of tea at your earliest convenience for the sake of personal  growth  this guy gets it
2021-10-31 sure, there is sometimes loneliness that comes with solitude but not having to be perceived by anyone more than makes up for that
2021-10-04 ...do you need ME to do aerobics? no, I need you to hold the camera sounds perfect I want to produce a new motivational program to broadcast town-wide  this time the theme is... AEROBICS of course, Keke, I enjoy helping Chris, could I get your help with something?
2021-10-05 many people assume that the secret to motivational exercise is FASHION however if FASHION is not available, unbridled confidence alone  works just fine 
2021-10-06 for example: I will answer emails AND be actively social today! oh yeah that's a stretch *LIVE just as stretching one's appendages is an important component of exercise, a stretch of the IMAGINATION can be an effective means to begin the process of self-motivation! Keke's  Motivation  Station!
2021-10-07 *LIVE oftentimes getting started is much harder than the task itself! I suggest emitting low, guttural noises until you find yourself doing the Thing! Keke's  Motivation  Station!
2021-10-08 *LIVE *LIVE *LIVE our final technique is the Self-Sufficiency Circle of Power! start by visualizing your motivational energy: channeled through your appendages, it creates a cocoon around you as you invoke words of affirmation: I   AM SELF  SUFFICIENT! now LEAP from your cocoon, fully formed and completely independ- ...Chris, I may need  some assistance recovering from the  self-sufficience portion of our program I see Keke's  Motivation  Station!
2021-11-01 I am  doing my best, and I cannot decide whether or not I want it to be apparent to others
2021-11-10 excuse me, Elan... what are you doing? I thought I was  "empathizing"... ...are you feeling regret, or is that just me?
2021-11-11 ok, ok, NOW we must be feeling the same thing, right? pretty sure I am discovering a completely new form of exhaustion  ...I enjoy group activities
2021-11-12 it's nice to have friends who can help you out of uncomfortable social situations
2021-11-13 I received an unexpected burst of positivity and I plan to ride it for as long as possible before it implodes sorry, I am a bit too busy to chat at the moment!
2021-11-14 when times get tough, it's time to do the Frustration Wiggle it feels good and it might wiggle you towards the next step
2021-11-15 I think it is okay to not feel a thing that you perceive an obligation to feel I suppose but it is easier  to worry about that than to  confront not  knowing where  to go next
2021-11-16 I think it is okay to not feel a thing that you perceive an obligation to feel I suppose but it is easier  to worry about that than to  confront not  knowing where  to go next
2021-11-17 sometimes the only goal I can focus on is finding the next distraction
2021-11-18 ...this  explains a lot as you are trying to recalibrate your sense of purpose, I hope you will consider that you are not obligated to be useful or rather, our definition of "usefulness" is... quite flexible 
2021-11-19 I do not  want to be  "useless"...  but I think I can get behind the  whole unconditional acceptance thing that seems to be going on here
2021-11-02 not feeling entirely sold  on consciousness today
2021-11-20 I'm gonna meet some goshdarn reasonable expectations today!!
2021-11-21 I have achieved some sort of balance it may not be the ideal, but at this point I will take what I can get
2021-11-22 sometimes I feel like I am useless and bad, but I am starting to recognize that those thoughts are poor motivation for positive change! so I am  taking that  as a win for now!
2021-11-23 a preemptive juice box may be in order ah, the unmistakable sense of foreboding that  precedes a garbage kind of day
2021-11-24 meet Garbage-bot! they perceive every day as a garbage day for maximum relatability Hello  Copique! I heard that you were having a garbage day ...and I may  have assembled  a relatable companion for you to share the day's  travails with
2021-11-25 ... yeah buddy aaaaaaaaaaaaaaaaaaaaaaa well, it's nice to meet you, Garbage Bot I guess we're both having crummy days, aren't we?
2021-11-26 ughhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh well, yeah... but I know that feeling eventually goes away ughhhhh Saeris, is Garbage Bot programmed to ACTUALLY experience every day as a bad day? isn’t that what you said it feels like?
2021-11-27 I am READY to NAP
2021-11-28 you have made it all the way to where you are! you did a good job!
2021-11-29 ...maybe I'll know after lunch another day and I STILL don't know what my purpose should be how long does it take to figure out what your existence is for?
2021-11-03 just getting myself hyped up to cope with whatever happens today
2021-11-30 I think we could be looking at a 4-pot situation o-oh my Parcel! In fact, I am engaged in vital tea deliveries and could use an extra hand, if you are willing! oh hi, Sointu! Do you need help with anything?
2021-11-04 I confess, sometimes I just ACT positive to  work myself up to actually BEING positive... ... I don't think I can tell the difference anymore, and I'm not sure if it matters
2021-11-05 h-...ha! oh hi there! didn't hear you over how well my executive function is... functioning!
2021-11-06 I just... gotta get to the next thing today is just a thing that is  happening
2021-11-07 I just think everyone is doing a pretty good job getting through stuff because we are here
2021-11-08 some days I just have a lot of feelings to feel so I gotta spend some time on the feeling rock
2021-11-09 long week ahead? maybe if so, I have preemptively assumed the appropriate position
2021-12-01 Sointu, wait is...  isn't this enough tea for now? oh! you sounded just like the internal  monologue I  usually ignore... ...what were you saying?
2021-12-10 “some good moments may not change a bad day  but they are still good moments.” “Dearest Individuals, I regret that my struggle to communicate verbally has impeded our understanding of each other, and it is my hope that this written missive conveys my sincere appreciation of your efforts to oppose my inherited existential mandate to feel like garbage...” what do you have there, Parcel? Garbage Bot wrote you a note!
2021-12-11 well, it is another day isn't it I am okay with trying again
2021-12-12 I think I am not concerned with what I get done today even if it is nothing I would  just like to choose it
2021-12-13 I think I am more than just my problems... ...but I sure wish it was easier to see past them
2021-12-14 Hi Parcel! Are you having some thinking time? it is that, or  it is worrying time ...they might be the same thing
2021-12-15 I wanna tell you about the interesting uses I found for megaphones today ...but I sense that it is Quiet Time right now, so   ...I will save it for later thank you Elan
2021-12-16 ...by physically endangering my person, yes a lack of subtlety is  very on-brand for me yes, seeing as your 'house' is a pond, over which you had literally suspended me from a tree so what  you're saying ...is that I brought you out of your comfort zone! you mean when I brought you to my house to hang out? Elan, we first met because my emergency autonomous delivery  function activated in response to a perceived danger to my cargo after I was entrusted to your care 
2021-12-17 is being self-aware just a series of confrontations with things you're scared of? most of the scary things I've confronted ended up being fun things in disguise when I became autonomous I was scared of my responsibilities and when I was told that I could relinquish my responsibilities if I wanted... I was scared of the choice
2021-12-18 I need to learn to trust myself more... except in regards to how much sleep I think i need
2021-12-19 I tend to be very accommodating because I figure no one else can be q uite as much trouble as putting up with myself every day
2021-12-02 I am bad at waiting for things, but it's not so bad when the Thing is tea that is brought by a friend isn't that right, Garbage Bot? buh
2021-12-20 I think I want to share a realization, but am worried that it will prove itself untrue as soon as I say it ooh! that sounds like what happens whenever I answer people's queries into what I plan to accomplish in a day
2021-12-21 it felt so nice to be welcomed with no expectation and so readily accommodated... but it also makes me feel that, to others, all I am is a sum of personal struggles requiring resolution or mitigation personally, I refuse to be mitigated
2021-12-22 quick and important reminder: you are cute and good!
2021-12-23 I think I still need support and accommodations but maybe also an occasional... GENTLE push out of my comfort zone I will admit this sort of nuance terrifies me, but ok I will try
2021-12-24 So! You've conquered your fear of failure, then! goodness gracious, no my conviction has just grown to match my fear partly, yes... the other part I am still a little embarrassed to say... ...I want to complete  SAERIS' delivery of   whatever it is I contain myself so, was all  of this the realization you wanted to share, Parcel?
2021-12-25 this has resulted in me rewarding myself with hot chocolate I have discovered that I do not need permission to be proud of a thing that I did
2021-12-26 quiet time... is important! please respect the quiet time!!
2021-12-27 what's wrong?? I think... I am starting to 'open up'?? I'm glad you have decided how you'd like to move forward, parcel! can I ask why you felt embarrassed about it, though? oh, sure... I - o-Oh My
2021-12-28 oh gosh, you're 'opening up' to me?? W-what should I do?? aaaaaaaaaaaaaaaaaaa I don't know I just felt comfortable sharing my feelings!! but also still a little uncomfortable?? and confused??
2021-12-29 ... feels like a bad sign we should find them Raleigh, Have you seen Parcel or Elan recently? no, not for a while... and come to think of it, things have been refreshingly calm and  quiet overall...
2021-12-03 sometimes when I am trying to offer words of support to a friend, everything that comes to mind feels like platitudes ...so I compensate with the gusto of their delivery you know, platitudes with ATTITUDES
2021-12-30 in particular: this item that I've been carrying for some time that has now chosen to reveal itself   Parcel! Elan! there you are! is everything okay? oh! yes, just... a little surprised by the result of... "letting some things out"
2021-12-31 you must be relieved to be able to see what it actually is! I suppose, although its destination is still a mystery, and I'm eager to head out and find it there's a note so this is the cargo SAERIS wanted us to deliver that you've been carrying, Parcel? yes... it seems to contain something at least partially organic? it is reminiscent of the local flora
2021-12-04 I will... acknowledge today just like, take it easy, okay? I am aware of it,  and I would  ask of it:
2021-12-05 I have to get a lot of things done today ...which I guess is just getting one thing done  lots of times
2021-12-06 Copique... I-... I am all out of tea, and GarbageBot STILL seems unhappy ...it may be that there are some things a sufficiency of tea cannot solve but you have done your due-tea to the best of your abili-tea guhhhh
2021-12-07 you were DESIGNED to be miserable every day... like a JOB? I'm usually just miserable in my spare time... mbuh
2021-12-08 guh ...oh my!
2021-12-09 it's nice that everyone wants you to feel better but it is a lot of pressure, isn't it?
2021-01-01 I may have left some things behind I'm not sure what but I might feel lighter than before
2021-01-10 I was going to rush into a bunch of things today oh gosh I almost forgot
2021-01-11 I do not take up much space but somehow I maintain capacity for a large amount of anxiety
2021-01-12 you gotta do you and I gotta make tea for you because I gotta do me
2021-01-13 I can work myself up to doing a thing but sometimes a hand to hold is much more efficient
2021-01-14 I am appreciative of progress and also confused and bewildered by it
2021-01-15 I only really want two things out of today one is a nap ...the other I'll probably remember after getting enough sleep
2021-01-16 big day ahead gonna see the sights eat a muffin get worried about stuff
2021-01-17 grateful that I have decided  that today is  a bonus day and so  everything  counts for  double points
2021-01-18 it is another day! and I would still like to have a nap please
2021-01-19 I appreciate that my anxiety is a very hard worker but I  wish it would  take more time off
2021-01-02 I wonder what is next?... ...I should probably get a pot of tea goin'
2021-01-20 I ran some predictive models for today and I think it will be good but I have this cup of tea just in case
2021-01-21 you can do it! you can bake a potato!! ...or complete another task if a potato is not available
2021-01-22 comfort is a thing of many forms sometimes it is a dumb movie on a tiny screen and it is still good
2021-01-23 yessss I think we have time to do  The Things and at some point take a nap
2021-01-24 a day can be just about being okay when things are not ok
2021-01-25 you do  not need to be  special I still  think you are,  though
2021-01-26 and also you do not need to worry you are doing just fine important update today: I have discovered this ladybug
2021-01-27 sometimes it is a lot of work to rest  and recharge
2021-01-28 oh! it is good to see you!
2021-01-29 oh, huh! I am just tired after all
2021-01-03 comforting, and very  good consider the warmth of this baked potato: just like how I feel knowing that you are here!
2021-01-30 we can be a little lost most of the time it is just a way to be ...and an exercise of trust
2021-01-31 do not give up! there is a nap time out there for you!
2021-01-04 ...it is an aggressive patching schedule becoming as wonderful a creation  as I am involved a lot of planning... ...but mostly constant and ongoing lastminute revisions
2021-01-05 there is a "bonus" worry I think I am getting comfy with my current worries but I  feel like  somewhere out there
2021-01-06 hmm I hope that you do not mind when I say that you are very great I will only mind if you refuse to  agree when I tell you that you are very cute and  good
2021-01-07 mine  has developed naturally from regular usage nothing wrong with a well-practiced "woops"
2021-01-08 maybe today is a day to make something warm for your self like a baked potato
2021-01-09 it seems you have a lot going on many things one of which is a nap
2021-02-01 we are someplace else maybe it is better just  a little different is okay too
2021-02-10 today is maybe a complicated day for me so I propose a simple objective to say a nice thing to myself before it is over
2021-02-11 really looking forward to setting higher expectations for myself sometime maybe tomorrow
2021-02-12 today's  mission is  to be a little less sad and so it is time for the  special shorts
2021-02-13 pretty pumped to start worrying about things less ...unless it means I'm just becoming more forgetful
2021-02-14 I got lots to offer on a semiregular basis assuming sufficient sleep
2021-02-15 watching other people getting by assuming they have things all together but maybe they are also like me
2021-02-16 I am tired and that is okay and I do not want anything to  blow up
2021-02-17 is actually the feeling  of getting through it sometimes the feeling that  feels like  "failing" and in fact you are doing pretty good
2021-02-18 proper compensation is always important I did two things, and so: two bags of chips
2021-02-19 I know  there is a  place that  I started at and there is somewhere that I want to be and there is always a chance that it might be here
2021-02-02 appreciating specificity  today like this list of things that are making me tired
2021-02-20 I know I can do a task there are just a number of subroutines to get through first sometimes
2021-02-21 I should log off but the allure of methodically ruining my mood is hard to resist
2021-02-22 I would like a little bit more time to be of  no use to anyone,  please
2021-02-23 it is okay to be me but it is not always simple
2021-02-24 I am looking to enjoy some simple things today like being awake ... as a  challenge
2021-02-25 very happy to be interacting with people today by my own choice and not  being stressed  about it  at all
2021-02-26 I am capable of several impressive things observe! I am "thinking positively" in a mostly sincere way
2021-02-27 time can be a frustrating commodity but I can enjoy spending it if it is with you
2021-02-28 I know that I do not have to do everything by myself however i do tend to procrastinate until no one else is around
2021-02-03 you are doing quite good, you know
2021-02-04 Everything is here, and so are You! Everything would not be the same without You
2021-02-05 I have  made a  bread and I think it is maybe not enough, but it is still a bread
2021-02-06 trying to focus on a thing but it seems like i always have the wrong lens
2021-02-07 well then okay so today is going to be like this
2021-02-08 maybe it is a good day to give yourself some time
2021-02-09 do not mind me I am just looking after this loaf
2021-03-01 welcome to today! where everything is happening right now, but just for a little while
2021-03-10 life is  kind of simple when you put it into the perspective of just doing your best each day to not explode
2021-03-11 ladybug house I do not  know if this  resulted from a spur of creativity or exhaustioninduced mania either way it is very  nice and  you should probably take a nap
2021-03-12 I would like to "hang out" by standing close and quietly listening to you talk to each other please  sure, we were just discussing how neither of us excels at keeping a conversation going  
2021-03-13 I have made a friend with this small  being and everything is perfect for this moment
2021-03-14 I tried to do a communication today but instead I did a "hide in my house"
2021-03-15 houseplant personality map I invested energy into a very specific thing today perhaps at the expense of other things and I am standing by it
2021-03-16 I am new here very exciting, ready and  raring to go currently confined to a hole in the ground, but, you know, gosh very exciting
2021-03-17 I do not think that is  my problem yet but it remains a  fair point things can get a little wobbly when we grow, and that is okay
2021-03-18 everyone tells me that I am making  progress perhaps I  am missing a fundamental metric or maybe a requisite allocation of patience
2021-03-19 it seems  that I am very slowly emerging   from a hole in  the ground that is an all-the-time feeling for me, so we can do it together if you want
2021-03-02 I will settle for being less mean to myself today
2021-03-20 new bot emerging please be patient I know there are various benefits to NOT being confined to a hole in the ground  but it is nice to have a singular focus
2021-03-21 I got  a lot of energy today! just thought, um I should let you know!
2021-03-22 I am armed!... ...armed... with more  anxiety? ...oh! ...it is just the feeling of heightened expectations
2021-03-23 the final LEG of a journey is not always the easiest but it  is usually the most rewarding! thank you that is very helpful
2021-03-24 it is nice to meet you in a context that is now only ... hole-adjacent you seem to be a... grounded individual I come by it honestly
2021-03-25 this is where I came from, so it is  important but I do not want anyone to trip
2021-03-26 oh gosh maybe I have already started I don't  know where to begin! full of novel and mundane and  potentially needless  anxieties to occupy  myself with... such a very  large world before me...
2021-03-27 it is so nice to  meet new people I look forward to when I have the energy to interact with them again in a few weeks
2021-03-28 I have discovered an unknown object then further study is required I believe it is designed to supply a  form of joy
2021-03-29 preliminary data suggests that this is a very good object that I have found and although its application is accompanied by some challenges to mobility... my  hypothesis is that it is "worth it"
2021-03-03 it took me a while to get to today so I can take a little time to do a little dance
2021-03-30 observe: I have ALSO discovered cranial  adornments in my travels! we are so cool
2021-03-31 I sense that  this may be an unintended application of this object if so, I am content to dismiss the relevance of intent for a time
2021-03-04 really hoping that my 'moment' will come after I have had a decent sleep
2021-03-05 I am gaining momentum it  just might be imperceptible for a while
2021-03-06 I am new  at this and so I  have a measured expectation of myself to only be mostly perfect  or else everything is ruined forever
2021-03-07 understanding executive dysfunction can't wait to buckle down and get started on the task I can use to avoid doing the thing I'm supposed to
2021-03-08 lovely and unassuming path ahead picking up other things is okay much easier than picking myself up
2021-03-09 I enjoy our chats I have been  describing my  favourite carrier  wave modulations  at great length  and you have not  had a chance to respond until now yes
2021-04-01 perhaps there are sometimes consequences for dismissing the intent of a thing
2021-04-10 we interrupt our current story for an important update: you are very cute and good! just in case you forgot LIVE
2021-04-11 another popular domicile is: Tree  plenty of access to bus roots
2021-04-12 do you have any thoughts on the  various structures we have examined for your choice of habitation? several however  they are all currently encrypted via my  decision-panic subroutine
2021-04-13 perhaps I will  camp our day has been expended, so I will retire to my chosen habitation structure: B.O.X. it is dark and devoid of of excess stimulus in a way I find reassuring
2021-04-14 there is satisfactory evidence to support an assertion that I was useful today  however this does not seem to factor into my nocturnal self-reflection processes
2021-04-15 the large red one was kind and helpful today I hope I did a good job of being helped but... it is hard to make a decision about... anything??
2021-04-16 some days I worry about things that I cannot control some days I am compelled to water the plants at 2am and every day is an adventure
2021-04-17 I have  returned with  an expanded  list of lodgings to evaluate no need: I have made an important stress-reducing decision this morning  to not decide on anything today
2021-04-18 you... do NOT want to continue exhaustively  examining every  other possible housing option on my list? I sense that we differ in the degree by which we are enticed by this activity
2021-04-19 I think I will make my home  here I find the environment to be very supportive
2021-04-02 are you alright? I am possibly  fine  my adornment  has become  structurally compromised  in public ...or my entire sense of self has collapsed in upon itself and I cannot tell the difference
2021-04-20 ...or the rest of the week it is time to write an email a normal activity that may engage me for the balance of the morning
2021-04-21 hello Sointu oh,  I am  I am at the critical phase of the process known as "strategic avoidance" I thought you were writing an email
2021-04-22 much of nature's beauty pivots upon its imperfections and incompleteness much like the email I need to finish perpetually in a state of development and re-creation  
2021-04-23 how is the email coming  along? I have drafted a comprehensive schedule that projects its completion within a single lunar cycle
2021-04-24 my email must be the perfect balance of tone... clear and concise,  to effectively convey  my request, while avoiding potentially  aggressive  language... yet assertive enough so as not to be ignored truly, an apoth-email-osis of efficient communication
2021-04-25 I think I just need to get into the right head-space to write this email like somewhere not in my own head
2021-04-26 have you seen Sointu recently? I believe they had to compose an email to ask someone to do something so we may not see them until next week
2021-04-27 Sointu is isolating until they finish their email? they said it was for their own good ...and for our safety
2021-04-28 maybe we should help Sointu write their email? oh, I already am helping by promising not to try to help
2021-04-29 I have  arrived, albeit unbidden,   with culinary assistance! ... how is your email coming- you may deposit them on the effigy of failed drafts
2021-04-03 I therefore resign myself to an existence of endless shame well, okay but what if... DELIVERANCE! ... by fashion my admittedly frantic attempts to  restore this misapplied cranial adornment have only resulted in further structural degredation
2021-04-30 I think I have written all the words for my email now I just need to delete 75% of them to ensure it actually gets read
2021-04-04 there is a lot of time maybe to  worry about things and maybe to begin  other things
2021-04-05 every newcomer is granted a  place of their  own to inhabit immersion is encouraged, though not always so literally I am challenged by this nuance
2021-04-06 I have concerns  regarding your current selection of domicile such is the burden of  STYLE such as inherent  challenges to personal maintenance as well as a potential effect on community morale
2021-04-07 it occurred to  me that there are many alternatives to living in a body of water that are less likely to  endanger your  circuitry  I hope it is not too presumptuous of me, but I compiled the data into a modestly annotated spreadsheet just, you  know, as a  fun activity
2021-04-08 first on  the list of habitats is: House features include: walls and door... great for nurturing a healthy obsession with "alone time"  and how!
2021-04-09 our next  habitation candidate is: Orb perfect  if you just  enjoy hanging a Round
2021-05-01 The email is written and I have hit "Send" My work here is  finally done.  Impeccable timing for me now to notice a typo right there  on line one
2021-05-10 oh hello Raleigh Elan said that  you were trying to have a "normal day" and suggested that I assist by normalizing whatever they were  already doing in your home
2021-05-11 I know that I possess a wealth of motivation somewhere as  powerful as it is inscrutable
2021-05-12 how is your "regular day" going, Raleigh? I can say for certain that it is exceeding expectations
2021-05-13 sometimes a regular day is only a regular evening and that is okay
2021-05-14 today I wish to achieve a greater sense of meaning through a rewarding and reasonably achievable activity like making a sandwich ...a  sandwich of great  import
2021-05-15 I did my best and it was a lot so maybe I can dial it back a little today
2021-05-16 wait a second...! it is  permissible for me to  be happy!! what the heck!!!!
2021-05-17 sometimes it feels like I am  just a few firmware updates behind everyone else
2021-05-18 I think I WILL seek out a  firmware update,  even if it is an old one it will be  some work for me, but  that is not bad
2021-05-19 sometimes the firmware update you desire is not available wirelessly, so   I gotta roll with it
2021-05-02 hello Sointu, I received a notification that you  sent me an email mhmm, yes... but I was  already in the area, and I always forget to open my inbox... oh no ...so I thought I would just come by... no no no ...sometimes it's quicker just to talk in pers- PLEASE JUST GO CHECK YOUR EMAIL
